Time (msec),Engine Speed (rpm),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),Coolant Temperature (F),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),Engine Load (Calculated) (g/rev),Injector Duty Cycle (%),Ignition Total Timing (degrees),Intake Air Temperature (F),A/F Sensor #1 (AFR),Manifold Relative Pressure (psi),Intake VVT Advance Angle Right (degrees),Atmospheric Pressure (psi),Manifold Absolute Pressure (psi),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),Air Conditioning Switch (On/Off)
44785,714,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
44854,714,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
44923,726,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
44993,730,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
45062,729,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
45130,719,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45200,714,1.56,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.59,-7.25,0,14.36,6.96,1,0,0
45268,716,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,6.96,1,0,0
45338,722,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.39,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
45407,722,1.56,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45475,711,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45545,701,1.56,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
45614,708,1.56,1.56,13.52,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45683,714,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
45752,714,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45820,710,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
45889,707,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
45959,703,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46027,711,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46096,709,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46166,713,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46234,711,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46304,710,0.78,1.56,13.52,181,0.00,3.53,3.53,0.00,0.29,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46373,716,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.38,16.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
46442,729,0.78,1.56,13.68,181,0.00,3.55,3.53,0.00,0.29,1.40,16.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
46510,734,1.56,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.41,16.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
46580,722,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.39,16.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
46648,714,1.56,1.56,13.76,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
46718,718,0.78,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
46786,718,1.56,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
46856,724,0.78,1.56,13.68,181,0.00,3.55,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
46924,718,1.56,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
46994,726,0.78,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
47063,714,1.56,1.56,13.68,181,0.00,3.55,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
47132,716,1.56,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
47201,712,0.78,1.56,13.68,181,0.00,3.55,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
47270,714,0.78,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
47339,718,0.78,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
47407,713,0.78,1.56,13.68,181,0.00,3.55,3.53,0.00,0.30,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
47477,720,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
47546,718,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.39,16.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
47615,726,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
47684,725,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
47753,728,0.78,1.56,13.60,181,0.00,3.55,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
47822,722,0.78,1.56,13.76,181,0.00,3.53,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
47891,722,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
47960,711,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48029,719,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48098,722,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.39,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48167,722,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
48236,712,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48305,716,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.37,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
48374,723,0.78,1.56,13.60,181,0.00,3.55,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48443,724,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.39,17.00,95,14.59,-7.25,0,14.36,6.96,1,0,0
48512,725,0.78,1.56,13.60,181,0.00,3.50,3.53,0.00,0.29,1.39,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48581,722,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48650,713,0.78,1.56,13.68,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48719,711,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
48788,706,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
48857,713,0.78,1.56,13.60,181,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
48926,712,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
48995,706,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
49064,706,0.78,1.56,13.60,181,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
49133,759,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
49202,695,0.78,1.56,13.76,183,0.00,3.53,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
49271,702,0.78,1.56,13.60,183,0.00,3.55,3.53,0.00,0.31,1.35,17.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
49340,695,0.78,1.56,13.68,183,0.00,3.53,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
49409,688,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.30,1.32,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
49478,685,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.31,1.32,17.50,95,14.70,-7.11,0,14.36,7.25,1,0,0
49547,696,0.78,1.56,13.68,183,0.00,3.53,3.53,0.00,0.31,1.34,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
49616,702,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.31,1.33,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
49685,701,0.78,1.56,13.68,183,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
49754,703,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
49823,710,0.78,1.56,13.60,183,0.00,3.53,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.11,0,14.36,7.25,1,0,0
49892,718,0.78,1.56,13.68,183,0.00,3.53,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.11,0,14.36,7.25,1,0,0
49961,725,0.78,1.56,13.68,183,0.00,3.53,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.11,0,14.36,7.11,1,0,0
50030,721,0.78,1.56,13.52,183,0.00,3.53,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.11,0,14.36,7.11,1,0,0
50100,713,0.78,1.56,13.76,183,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
50168,718,0.78,1.56,13.60,183,0.00,3.50,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
50237,726,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
50307,737,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.28,1.42,16.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
50376,735,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.41,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
50444,732,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
50513,728,0.78,1.56,13.68,183,0.00,3.46,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
50582,730,0.78,1.56,13.60,183,0.00,3.46,3.53,0.00,0.28,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
50651,720,0.78,1.56,13.52,183,0.00,3.48,3.53,0.00,0.29,1.40,16.50,95,14.70,-7.40,0,14.36,6.96,1,0,0
50720,717,0.78,1.56,13.68,183,0.00,3.46,3.53,0.00,0.29,1.38,17.00,95,14.70,-7.40,0,14.36,6.96,1,0,0
50789,706,0.78,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
50858,707,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
50927,696,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
50997,698,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
51065,708,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
51135,698,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.40,0,14.36,6.96,1,0,0
51203,697,0.78,1.56,13.60,183,0.00,3.43,3.53,0.00,0.30,1.33,17.50,95,14.59,-7.25,0,14.36,6.96,1,0,0
51272,691,0.78,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.33,17.50,95,14.59,-7.25,0,14.36,6.96,1,0,0
51341,686,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
51410,696,0.78,1.56,13.76,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
51479,695,0.78,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.33,17.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
51548,693,0.78,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.31,17.50,95,14.59,-7.25,0,14.36,7.11,1,0,0
51617,689,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
51686,684,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
51755,690,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.32,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
51825,698,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.31,1.34,17.50,95,14.59,-7.11,0,14.36,7.11,1,0,0
51893,701,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
51962,696,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
52032,696,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
52101,704,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
52169,710,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
52238,708,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.59,-7.11,0,14.36,7.11,1,0,0
52308,700,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.34,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
52376,698,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
52446,706,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.59,-7.25,0,14.36,7.11,1,0,0
52514,717,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
52583,715,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
52652,711,0.00,1.56,13.76,183,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
52721,712,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
52790,708,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
52860,714,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
52929,715,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
52998,716,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53066,708,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53136,704,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53205,713,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53273,706,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53343,706,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53412,701,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53480,703,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53550,712,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53618,714,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
53688,707,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53756,706,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53825,702,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53895,701,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
53964,705,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54032,712,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54102,719,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54171,711,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54240,711,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
54308,711,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
54377,719,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
54446,714,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54516,702,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54585,704,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54654,764,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54722,704,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54792,704,0.00,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54860,700,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54930,696,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
54998,692,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.36,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55068,697,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55136,694,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55205,691,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.30,1.32,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55274,685,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.32,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55343,689,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55413,700,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55482,700,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.11,0,14.36,7.11,1,0,0
55550,642,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55620,695,0.00,1.56,13.68,183,0.00,3.46,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55689,691,0.00,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55757,692,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.33,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55826,704,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55895,644,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.30,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
55965,700,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.34,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
56034,700,0.00,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
56102,710,0.00,1.56,13.76,183,0.00,3.48,3.53,0.00,0.29,1.36,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56172,721,0.00,1.56,13.52,183,0.00,3.48,3.53,0.00,0.30,1.38,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
56241,718,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56310,712,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56379,711,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56448,713,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56516,714,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56585,715,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
56655,721,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.37,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
56724,715,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.37,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56793,718,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,7.11,1,0,0
56861,718,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
56931,726,0.00,1.56,13.60,183,0.00,3.48,3.53,0.00,0.29,1.39,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
56999,718,0.00,1.56,13.68,183,0.00,3.48,3.53,0.00,0.29,1.38,16.50,95,14.70,-7.25,0,14.36,6.96,1,0,0
57069,704,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
57138,706,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
57207,760,0.00,1.56,13.52,183,0.00,3.48,3.53,0.00,0.29,1.36,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
57275,701,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,6.96,1,0,0
57345,703,0.00,1.56,13.60,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
57414,640,0.00,1.56,13.68,183,0.00,3.50,3.53,0.00,0.30,1.35,17.00,95,14.70,-7.25,0,14.36,7.11,1,0,0
