Time (msec),A/F Correction #1 (%),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Fuel Injector #1 Pulse Width (ms),Mass Airflow (g/s),Throttle Opening Angle (%),Knock Correction Advance (degrees),CL/OL Fueling* (status),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Closed Loop Fueling Target (2-byte)* (lambda),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Feedback Knock Correction (1-byte)** (degrees),Feedback Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (4-byte)* (ms),IAM (1-byte)** (multiplier),IAM (4-byte)* (multiplier),Primary Open Loop Map Enrichment (4-byte)* (estimated AFR)
271165,5.47,13.92,167,799,0.31,2.56,4.17,4.31,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7732,0.5000,0.5000,14.70
271269,5.47,13.76,167,814,0.31,2.56,4.20,4.31,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7677,0.5000,0.5000,14.70
271373,5.47,13.68,167,798,0.31,2.56,4.17,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7725,0.5000,0.5000,14.70
271477,5.47,13.84,167,812,0.31,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7708,0.5000,0.5000,14.70
271581,5.47,13.84,167,821,0.30,2.56,4.17,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7808,0.5000,0.5000,14.70
271685,5.47,13.92,167,810,0.31,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7685,0.5000,0.5000,14.70
271790,5.47,13.84,167,814,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7680,0.5000,0.5000,14.70
271893,5.47,13.76,167,798,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7652,0.5000,0.5000,14.70
271997,5.47,13.76,167,810,0.31,2.56,4.20,4.31,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7665,0.5000,0.5000,14.70
272102,5.47,13.84,167,815,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7743,0.5000,0.5000,14.70
272206,5.47,13.92,167,806,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7645,0.5000,0.5000,14.70
272309,5.47,13.84,167,802,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7548,0.5000,0.5000,14.70
272413,5.47,13.76,167,798,0.31,2.56,4.17,4.31,0.00,8,14.90,1.00,14.71,0.31,0.00,0.00,1.7623,0.5000,0.5000,14.70
272520,5.47,13.76,167,798,0.31,2.56,4.17,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7637,0.5000,0.5000,14.70
272622,5.47,13.84,167,801,0.31,2.56,4.20,4.31,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7695,0.5000,0.5000,14.70
272725,5.47,13.84,167,799,0.32,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7732,0.5000,0.5000,14.70
272830,5.47,13.84,167,809,0.31,2.56,4.17,4.31,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7752,0.5000,0.5000,14.70
272934,5.47,13.76,167,800,0.31,2.56,4.20,4.31,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7725,0.5000,0.5000,14.70
273038,5.47,13.84,167,807,0.31,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7732,0.5000,0.5000,14.70
273142,5.47,13.84,167,809,0.31,2.56,4.17,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7752,0.5000,0.5000,14.70
273245,5.47,13.84,167,802,0.31,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7750,0.5000,0.5000,14.70
273350,5.47,13.84,167,814,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7697,0.5000,0.5000,14.70
273454,5.47,13.76,167,815,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7675,0.5000,0.5000,14.70
273557,5.47,13.84,167,827,0.30,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7595,0.5000,0.5000,14.70
273662,5.47,13.84,167,826,0.30,2.56,4.20,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7518,0.5000,0.5000,14.70
273765,4.69,13.84,167,815,0.31,2.56,4.15,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7463,0.5000,0.5000,14.70
273871,4.69,13.92,167,818,0.30,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7315,0.5000,0.5000,14.70
273974,5.47,13.76,167,810,0.30,2.30,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7403,0.5000,0.5000,14.70
274078,5.47,13.76,167,822,0.31,2.30,4.15,4.31,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7285,0.5000,0.5000,14.70
274181,4.69,13.76,167,812,0.30,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7338,0.5000,0.5000,14.70
274286,4.69,13.84,167,808,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7248,0.5000,0.5000,14.70
274390,4.69,13.92,167,812,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7225,0.5000,0.5000,14.70
274494,4.69,13.84,167,807,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7295,0.5000,0.5000,14.70
274598,4.69,13.76,167,792,0.31,2.30,4.12,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7245,0.5000,0.5000,14.70
274702,4.69,13.76,167,780,0.32,2.30,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7398,0.5000,0.5000,14.70
274806,4.69,13.84,167,785,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7463,0.5000,0.5000,14.70
274910,4.69,13.84,167,784,0.32,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7603,0.5000,0.5000,14.70
275013,4.69,13.76,167,794,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7612,0.5000,0.5000,14.70
275117,4.69,13.84,167,791,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7595,0.5000,0.5000,14.70
275221,4.69,13.76,167,800,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7565,0.5000,0.5000,14.70
275327,4.69,13.76,167,798,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7580,0.5000,0.5000,14.70
275429,4.69,13.84,167,806,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7563,0.5000,0.5000,14.70
275533,4.69,13.84,167,793,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7548,0.5000,0.5000,14.70
275638,4.69,13.84,167,800,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7535,0.5000,0.5000,14.70
275741,4.69,13.76,167,802,0.31,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7550,0.5000,0.5000,14.70
275846,4.69,13.76,167,802,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7585,0.5000,0.5000,14.70
275950,4.69,13.76,167,814,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7515,0.5000,0.5000,14.70
276054,4.69,13.84,167,818,0.30,2.56,4.15,4.31,0.00,8,14.90,1.00,14.71,0.30,0.00,0.00,1.7538,0.5000,0.5000,14.70
276158,4.69,13.84,167,803,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7518,0.5000,0.5000,14.70
276262,4.69,13.84,167,818,0.30,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7438,0.5000,0.5000,14.70
276366,4.69,13.76,167,808,0.31,2.30,4.15,3.92,0.00,8,14.90,1.00,14.71,0.30,0.00,0.00,1.7383,0.5000,0.5000,14.70
276470,4.69,13.84,167,815,0.31,2.30,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7325,0.5000,0.5000,14.70
276574,4.69,13.84,167,800,0.31,2.56,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7350,0.5000,0.5000,14.70
276678,4.69,13.84,167,801,0.31,2.30,4.15,3.92,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7350,0.5000,0.5000,14.70
276782,4.69,13.84,167,798,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7355,0.5000,0.5000,14.70
276886,4.69,13.76,167,788,0.31,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7440,0.5000,0.5000,14.70
276990,4.69,13.76,167,799,0.31,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7458,0.5000,0.5000,14.70
277094,4.69,13.92,167,800,0.31,2.56,4.12,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7470,0.5000,0.5000,14.70
277198,4.69,13.84,167,788,0.32,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7508,0.5000,0.5000,14.70
277302,4.69,13.76,167,778,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7555,0.5000,0.5000,14.70
277406,4.69,13.76,167,777,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7712,0.5000,0.5000,14.70
277510,4.69,13.84,167,780,0.32,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7792,0.5000,0.5000,14.70
277615,4.69,13.84,167,779,0.32,2.56,4.15,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7845,0.5000,0.5000,14.70
277717,4.69,13.68,167,790,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7870,0.5000,0.5000,14.70
277909,4.69,13.92,167,784,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7835,0.5000,0.5000,14.70
277932,4.69,13.84,167,796,0.31,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7890,0.5000,0.5000,14.70
278030,4.69,13.76,167,795,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7772,0.5000,0.5000,14.70
278134,4.69,13.76,167,798,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7692,0.5000,0.5000,14.70
278238,4.69,13.84,167,791,0.32,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7703,0.5000,0.5000,14.70
278342,4.69,13.92,167,778,0.32,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7708,0.5000,0.5000,14.70
278446,4.69,13.76,167,796,0.32,2.56,4.17,4.31,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7840,0.5000,0.5000,14.70
278550,4.69,13.76,167,790,0.32,2.56,4.20,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7865,0.5000,0.5000,14.70
278654,4.69,13.84,167,796,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7840,0.5000,0.5000,14.70
278758,4.69,13.84,167,804,0.31,2.56,4.20,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7835,0.5000,0.5000,14.70
278862,4.69,13.84,167,802,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7788,0.5000,0.5000,14.70
278966,4.69,13.76,169,810,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7717,0.5000,0.5000,14.70
279070,4.69,13.76,169,797,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7605,0.5000,0.5000,14.70
279174,4.69,13.84,169,805,0.31,2.56,4.17,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7632,0.5000,0.5000,14.70
279278,3.91,13.84,169,812,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7668,0.5000,0.5000,14.70
279381,3.91,13.84,169,806,0.30,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7538,0.5000,0.5000,14.70
279486,3.91,13.84,169,819,0.31,2.56,4.17,4.31,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7385,0.5000,0.5000,14.70
279590,3.91,13.76,169,802,0.31,2.30,4.15,3.92,0.00,8,14.90,1.00,14.71,0.30,0.00,0.00,1.7352,0.5000,0.5000,14.70
279694,3.91,13.84,169,803,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7323,0.5000,0.5000,14.70
279799,3.91,13.84,169,816,0.30,2.30,4.12,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7355,0.5000,0.5000,14.70
279902,3.91,13.84,169,794,0.31,2.30,4.12,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7238,0.5000,0.5000,14.70
280006,3.91,13.68,169,800,0.31,2.30,4.12,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7220,0.5000,0.5000,14.70
280110,3.91,13.76,169,788,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7268,0.5000,0.5000,14.70
280214,3.91,13.84,169,788,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7312,0.5000,0.5000,14.70
280318,3.91,13.76,169,797,0.31,2.30,4.09,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7280,0.5000,0.5000,14.70
280422,3.91,13.76,169,801,0.30,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7263,0.5000,0.5000,14.70
280526,3.91,13.92,169,793,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7212,0.5000,0.5000,14.70
280630,3.91,13.84,169,801,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7275,0.5000,0.5000,14.70
280734,3.91,13.76,169,798,0.31,2.30,4.09,3.92,0.00,8,14.50,1.00,14.71,0.30,0.00,0.00,1.7243,0.5000,0.5000,14.70
280838,3.91,13.76,169,800,0.31,2.30,4.09,3.92,0.00,8,14.50,1.00,14.71,0.30,0.00,0.00,1.7180,0.5000,0.5000,14.70
280942,3.91,13.84,169,778,0.32,2.30,4.09,3.92,0.00,8,14.80,1.00,14.71,0.30,0.00,0.00,1.7292,0.5000,0.5000,14.70
281046,3.91,13.84,169,773,0.32,2.30,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7365,0.5000,0.5000,14.70
281150,3.91,13.76,169,789,0.32,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7520,0.5000,0.5000,14.70
281254,3.91,13.84,169,787,0.31,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7520,0.5000,0.5000,14.70
281358,3.91,13.84,169,792,0.31,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7495,0.5000,0.5000,14.70
281462,3.91,13.84,169,790,0.31,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7472,0.5000,0.5000,14.70
281566,3.91,13.76,169,794,0.31,2.56,4.12,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7463,0.5000,0.5000,14.70
281671,3.91,13.76,169,798,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7408,0.5000,0.5000,14.70
281774,3.91,13.84,169,792,0.31,2.56,4.12,3.92,0.00,8,14.90,1.00,14.71,0.31,0.00,0.00,1.7430,0.5000,0.5000,14.70
281878,3.91,13.76,169,788,0.31,2.56,4.12,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7488,0.5000,0.5000,14.70
281982,3.91,13.76,169,782,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7510,0.5000,0.5000,14.70
282086,3.91,13.84,169,780,0.31,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7588,0.5000,0.5000,14.70
282190,3.91,13.92,169,785,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7570,0.5000,0.5000,14.70
282294,3.91,13.76,169,792,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7530,0.5000,0.5000,14.70
282398,3.91,13.76,169,790,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7480,0.5000,0.5000,14.70
282502,3.91,13.76,169,788,0.31,2.56,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7458,0.5000,0.5000,14.70
282606,3.91,13.84,169,784,0.31,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7518,0.5000,0.5000,14.70
282711,3.91,13.76,169,783,0.31,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7572,0.5000,0.5000,14.70
282814,3.91,13.84,169,772,0.32,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7600,0.5000,0.5000,14.70
282919,3.91,13.76,169,767,0.32,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7745,0.5000,0.5000,14.70
283022,3.91,13.76,169,773,0.32,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7812,0.5000,0.5000,14.70
283126,3.91,13.84,169,779,0.32,2.56,4.09,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7830,0.5000,0.5000,14.70
283231,3.91,13.84,169,774,0.32,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7855,0.5000,0.5000,14.70
283334,3.91,13.84,169,780,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7903,0.5000,0.5000,14.70
283438,3.91,13.76,169,776,0.32,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7910,0.5000,0.5000,14.70
283542,3.91,13.84,169,776,0.32,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7925,0.5000,0.5000,14.70
283646,3.91,13.84,169,787,0.32,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7917,0.5000,0.5000,14.70
283750,3.91,13.84,169,791,0.31,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7828,0.5000,0.5000,14.70
283854,3.91,13.84,169,794,0.31,2.56,4.12,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7710,0.5000,0.5000,14.70
283959,3.12,13.92,169,796,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7595,0.5000,0.5000,14.70
284063,3.12,13.76,169,801,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7545,0.5000,0.5000,14.70
284166,3.12,13.76,169,798,0.31,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7490,0.5000,0.5000,14.70
284271,3.12,13.76,169,801,0.31,2.56,4.12,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7390,0.5000,0.5000,14.70
284374,3.12,13.84,169,794,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7340,0.5000,0.5000,14.70
284479,3.12,13.84,169,786,0.31,2.56,4.12,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7325,0.5000,0.5000,14.70
284583,3.12,13.76,169,792,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7298,0.5000,0.5000,14.70
284687,3.12,13.76,169,781,0.31,2.30,4.09,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7283,0.5000,0.5000,14.70
284791,2.34,13.84,169,772,0.32,2.30,4.09,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7338,0.5000,0.5000,14.70
284895,3.12,13.84,169,777,0.32,2.56,4.09,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7378,0.5000,0.5000,14.70
284999,2.34,13.76,169,774,0.31,2.56,4.09,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7395,0.5000,0.5000,14.70
285102,2.34,13.84,169,764,0.32,2.56,4.12,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7495,0.5000,0.5000,14.70
285207,2.34,13.84,169,772,0.32,2.56,4.09,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7550,0.5000,0.5000,14.70
285311,2.34,13.76,169,780,0.32,2.56,4.12,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7617,0.5000,0.5000,14.70
285415,2.34,13.84,169,774,0.32,2.56,4.12,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7630,0.5000,0.5000,14.70
285519,2.34,13.84,169,768,0.32,2.56,4.15,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7680,0.5000,0.5000,14.70
285623,2.34,13.76,169,770,0.32,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7795,0.5000,0.5000,14.70
285727,2.34,13.84,169,765,0.33,2.56,4.15,3.92,0.00,8,14.60,1.00,14.71,0.32,0.00,0.00,1.7875,0.5000,0.5000,14.70
285832,2.34,13.76,169,775,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.32,0.00,0.00,1.7908,0.5000,0.5000,14.70
285935,2.34,13.76,169,770,0.32,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.32,0.00,0.00,1.7935,0.5000,0.5000,14.70
286039,3.12,13.92,169,766,0.33,2.56,4.20,3.92,0.00,8,14.80,1.00,14.71,0.32,0.00,0.00,1.8015,0.5000,0.5000,14.70
286143,3.12,13.84,169,780,0.32,2.56,4.17,3.92,0.00,8,14.80,1.00,14.71,0.32,0.00,0.00,1.8023,0.5000,0.5000,14.70
286247,2.34,13.84,169,790,0.32,2.56,4.17,3.92,0.00,8,14.80,1.00,14.71,0.32,0.00,0.00,1.7955,0.5000,0.5000,14.70
286351,2.34,13.76,169,805,0.31,2.56,4.15,3.92,0.00,8,14.80,1.00,14.71,0.32,0.00,0.00,1.7795,0.5000,0.5000,14.70
286456,2.34,13.84,169,813,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7697,0.5000,0.5000,14.70
286560,2.34,13.92,169,802,0.31,2.56,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7540,0.5000,0.5000,14.70
286663,2.34,13.84,169,812,0.31,2.56,4.17,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7398,0.5000,0.5000,14.70
286767,2.34,13.84,169,806,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7375,0.5000,0.5000,14.70
286871,2.34,13.68,169,814,0.31,2.30,4.15,3.92,0.00,8,14.80,1.00,14.70,0.31,0.00,0.00,1.7278,0.5000,0.5000,14.70
286976,2.34,13.76,169,815,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7248,0.5000,0.5000,14.70
287079,2.34,13.84,169,817,0.30,2.30,4.15,3.92,0.00,8,14.70,1.00,14.70,0.30,0.00,0.00,1.7255,0.5000,0.5000,14.70
287183,2.34,13.84,169,816,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.70,0.30,0.00,0.00,1.7098,0.5000,0.5000,14.70
287287,2.34,13.76,169,811,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7105,0.5000,0.5000,14.70
287391,2.34,13.76,169,804,0.31,2.30,4.15,4.31,0.00,8,14.70,1.00,14.70,0.30,0.00,0.00,1.7003,0.5000,0.5000,14.70
287495,2.34,13.76,169,793,0.31,2.30,4.15,3.92,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7043,0.5000,0.5000,14.70
287599,2.34,13.84,169,801,0.31,2.30,4.15,4.31,0.00,8,14.70,1.00,14.71,0.30,0.00,0.00,1.7160,0.5000,0.5000,14.70
287703,2.34,13.84,169,797,0.31,2.30,4.15,3.92,0.00,8,14.60,1.00,14.71,0.30,0.00,0.00,1.7100,0.5000,0.5000,14.70
287808,2.34,13.84,169,783,0.31,2.30,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7165,0.5000,0.5000,14.70
287911,2.34,13.76,169,778,0.32,2.30,4.15,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7308,0.5000,0.5000,14.70
288015,2.34,13.76,169,790,0.32,2.30,4.15,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7380,0.5000,0.5000,14.70
288119,2.34,13.84,169,778,0.31,2.56,4.09,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7380,0.5000,0.5000,14.70
288224,2.34,13.76,169,792,0.31,2.30,4.09,3.92,0.00,8,14.50,1.00,14.71,0.31,0.00,0.00,1.7350,0.5000,0.5000,14.70
288328,2.34,13.84,169,794,0.31,2.30,4.09,3.92,0.00,8,14.60,1.00,14.71,0.31,0.00,0.00,1.7308,0.5000,0.5000,14.70
288431,2.34,13.76,169,783,0.31,2.30,4.07,3.92,0.00,8,14.70,1.00,14.71,0.31,0.00,0.00,1.7298,0.5000,0.5000,14.70
288535,2.34,13.76,169,787,0.31,2.30,4.09,3.92,0.00,8,14.90,1.00,14.71,0.31,0.00,0.00,1.7312,0.5000,0.5000,14.70
288639,2.34,13.76,169,785,0.31,2.30,4.07,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7300,0.5000,0.5000,14.70
288743,2.34,13.84,169,776,0.32,2.30,4.09,3.92,0.00,8,14.80,1.00,14.71,0.31,0.00,0.00,1.7218,0.5000,0.5000,14.70
