Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Feedback Knock Correction (4-byte)* (degrees),Gear (Calculated)* (position),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Final Fueling Base (4-byte)* (lambda),Ignition Total Timing (degrees)
99551,19.53,0.00,3,13.36,192,1902,0.5000,14.81,14.90,14.36,8,14.57,0.47,0.48,0.00,2,117,12,0.00,8,10.30,14.90,0.99,39.00
99655,19.53,0.00,3,13.52,192,1901,0.5000,14.93,15.00,14.36,8,14.57,0.47,0.48,0.00,2,117,12,0.00,8,10.45,14.90,0.99,39.50
99759,21.09,0.00,3,13.52,192,1895,0.5000,15.10,14.90,14.36,8,14.57,0.47,0.48,0.00,2,117,12,0.00,8,10.59,15.29,0.99,39.50
99863,21.88,0.00,3,13.52,192,1903,0.5000,15.42,15.00,14.36,8,14.57,0.48,0.48,0.00,2,117,12,0.00,8,10.74,15.29,0.99,39.50
99967,23.44,0.00,3,13.60,192,1920,0.5000,15.29,15.00,14.36,8,14.57,0.48,0.48,0.00,2,117,13,0.00,8,10.88,15.29,0.99,40.00
100071,24.22,0.00,3,13.52,192,1908,0.5000,15.29,15.10,14.36,8,14.57,0.48,0.48,0.00,2,115,13,0.00,9,10.88,15.29,0.99,40.00
100175,25.00,0.00,3,13.52,192,1909,0.5000,15.29,14.70,14.36,8,14.57,0.48,0.48,0.00,2,115,13,0.00,9,10.74,14.90,0.99,40.00
100279,24.22,0.00,3,13.52,192,1923,0.5000,14.99,15.10,14.36,8,14.57,0.47,0.47,0.00,2,115,14,0.00,9,10.74,14.51,0.99,40.00
100383,24.22,0.00,3,13.44,192,1902,0.5000,14.93,14.50,14.36,8,14.57,0.47,0.46,0.00,2,115,13,0.00,9,10.59,14.51,0.99,39.50
100487,23.44,0.00,3,13.60,192,1904,0.5000,14.93,14.40,14.36,8,14.57,0.47,0.47,0.00,2,115,14,0.00,9,10.45,14.51,0.99,39.50
100591,22.66,0.00,3,13.60,192,1919,0.5000,15.05,14.30,14.36,8,14.57,0.47,0.47,0.00,2,115,14,0.00,9,10.45,14.51,0.99,39.50
100695,22.66,0.00,3,13.52,192,1918,0.5000,15.22,14.40,14.36,8,14.57,0.48,0.48,0.00,2,115,14,0.00,9,10.59,14.90,0.99,40.00
100799,21.88,0.00,3,13.52,192,1909,0.5000,15.05,14.40,14.36,8,14.57,0.47,0.47,0.00,2,115,15,0.00,9,10.59,14.90,0.99,40.00
100903,21.88,0.00,3,13.44,192,1930,0.5000,15.36,14.40,14.36,8,14.57,0.48,0.48,0.00,2,115,15,0.00,9,10.74,15.29,0.99,40.00
101007,22.66,0.00,3,13.60,192,1935,0.5000,15.36,14.40,14.36,8,14.57,0.48,0.48,0.00,2,115,15,0.00,9,10.74,15.29,0.99,40.00
101111,22.66,0.00,3,13.68,192,1922,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,115,15,0.00,9,10.74,15.29,0.99,40.00
101216,22.66,0.00,3,13.60,192,1936,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,115,16,0.00,9,10.74,15.29,0.99,40.00
101319,22.66,0.00,3,13.44,192,1930,0.5000,15.22,14.50,14.36,8,14.57,0.48,0.47,0.00,2,115,16,0.00,9,10.74,15.29,0.99,40.00
101423,21.88,0.00,3,13.44,192,1928,0.5000,15.16,14.40,14.36,8,14.57,0.47,0.47,0.00,2,115,16,0.00,9,10.59,14.51,0.99,40.00
101527,21.88,0.00,3,13.60,192,1941,0.5000,15.16,14.40,14.36,8,14.57,0.47,0.47,0.00,2,115,16,0.00,9,10.45,14.51,0.99,40.00
101631,21.09,0.00,3,13.60,192,1925,0.5000,15.05,14.40,14.36,8,14.57,0.47,0.46,0.00,2,115,16,0.00,9,10.45,14.51,0.99,40.00
101735,20.31,0.00,3,13.52,192,1926,0.5000,15.16,14.30,14.36,8,14.57,0.47,0.47,0.00,2,115,16,0.00,9,10.45,14.51,0.99,39.50
101840,20.31,0.00,3,13.44,192,1940,0.5000,14.93,14.30,14.36,8,14.57,0.47,0.47,0.00,2,115,17,0.00,9,10.45,14.51,0.99,39.50
101943,20.31,0.00,3,13.44,192,1923,0.5000,15.16,14.40,14.36,8,14.57,0.47,0.47,0.00,2,115,17,0.00,9,10.45,14.51,0.99,39.50
102047,20.31,0.00,3,13.60,192,1923,0.5000,15.16,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,17,0.00,9,10.45,14.51,0.99,39.50
102151,20.31,0.00,3,13.68,192,1936,0.5000,15.10,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,17,0.00,9,10.45,14.51,0.99,39.50
102255,19.53,0.00,3,13.68,192,1922,0.5000,15.16,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,17,0.00,9,10.45,14.51,0.99,39.50
102359,19.53,0.00,3,13.36,192,1923,0.5000,15.05,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,18,0.00,9,10.45,14.51,0.99,39.50
102463,20.31,0.00,3,13.52,192,1937,0.5000,14.93,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,18,0.00,9,10.45,14.51,0.99,39.50
102567,19.53,0.00,3,13.60,192,1925,0.5000,14.93,14.60,14.36,8,14.57,0.47,0.46,0.00,2,115,18,0.00,9,10.45,14.51,0.99,39.50
102671,19.53,0.00,3,13.60,192,1935,0.5000,15.23,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,18,0.00,9,10.45,14.51,0.99,39.50
102775,19.53,0.00,3,13.60,192,1935,0.5000,15.04,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,19,0.00,9,10.59,14.51,0.99,39.50
102879,19.53,0.00,3,13.52,192,1920,0.5000,15.16,14.50,14.36,8,14.57,0.47,0.47,0.00,2,115,18,0.00,9,10.59,14.90,0.99,40.00
102983,20.31,0.00,3,13.52,192,1938,0.5000,15.35,14.60,14.36,8,14.57,0.47,0.48,0.00,2,115,19,0.00,9,10.74,14.90,0.99,40.00
103087,21.09,0.00,3,13.52,192,1938,0.5000,15.23,14.70,14.36,8,14.57,0.47,0.47,0.00,2,115,19,0.00,9,10.74,14.90,0.99,40.00
103191,21.09,0.00,3,13.68,192,1922,0.5000,15.23,14.60,14.36,8,14.57,0.47,0.47,0.00,2,115,19,0.00,9,10.74,14.90,0.99,40.00
103295,21.09,0.00,3,13.52,192,1938,0.5000,15.42,14.70,14.36,8,14.57,0.48,0.48,0.00,2,115,19,0.00,9,10.74,14.90,0.99,40.00
103399,20.31,0.00,3,13.44,192,1938,0.5000,15.49,14.50,14.36,8,14.57,0.48,0.49,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
103504,20.31,0.00,3,13.60,192,1928,0.5000,15.35,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
103607,21.09,0.00,3,13.60,192,1946,0.5000,15.29,14.60,14.36,8,14.57,0.48,0.48,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
103711,21.09,0.00,3,13.60,192,1934,0.5000,15.42,14.60,14.36,8,14.57,0.48,0.48,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
103815,20.31,0.00,3,13.60,192,1938,0.5000,15.29,14.50,14.36,8,14.57,0.48,0.47,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
103919,21.09,0.00,3,13.52,192,1946,0.5000,15.22,14.50,14.36,8,14.57,0.47,0.47,0.00,2,113,20,0.00,9,10.74,14.90,0.99,40.00
104023,21.09,0.00,3,13.52,192,1922,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,21,0.00,9,10.74,15.29,0.99,40.00
104128,21.09,0.00,3,13.44,192,1916,0.5000,15.42,14.60,14.36,8,14.57,0.48,0.48,0.00,2,113,21,0.00,9,10.74,15.29,0.99,40.00
104232,20.31,0.00,3,13.68,192,1928,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,21,0.00,9,10.88,15.29,0.99,40.00
104336,20.31,0.00,3,13.44,192,1913,0.5000,15.29,14.60,14.36,8,14.57,0.48,0.47,0.00,2,113,21,0.00,9,10.88,15.29,0.99,40.00
104439,21.09,0.00,3,13.52,192,1909,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,22,0.00,9,10.88,15.29,0.99,40.00
104544,21.09,0.00,3,13.60,192,1924,0.5000,15.29,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,21,0.00,9,10.88,15.29,0.99,40.00
104647,21.09,0.00,3,13.44,192,1913,0.5000,15.35,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,22,0.00,9,10.88,15.29,0.99,40.00
104751,20.31,0.00,3,13.52,192,1918,0.5000,15.35,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,22,0.00,9,10.88,15.29,0.99,40.00
104856,20.31,0.00,3,13.52,192,1924,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,22,0.00,9,10.88,15.29,0.99,40.00
104959,20.31,0.00,3,13.52,192,1897,0.5000,15.42,14.50,14.36,8,14.57,0.48,0.48,0.00,2,113,22,0.00,9,10.88,15.29,0.99,40.00
105064,20.31,0.00,3,13.52,192,1896,0.5000,15.55,14.70,14.36,8,14.57,0.49,0.49,0.00,2,113,22,0.00,9,11.03,15.29,0.99,40.00
105168,20.31,0.00,3,13.52,192,1917,0.5000,15.69,14.50,14.36,8,14.57,0.49,0.50,0.00,2,113,22,0.00,9,11.17,15.69,0.99,40.00
105271,21.09,0.00,3,13.60,192,1925,0.5000,15.89,14.80,14.36,8,14.57,0.49,0.50,0.00,2,113,23,0.00,9,11.17,15.69,0.99,40.50
105375,21.09,0.00,3,13.52,192,1912,0.5000,15.89,14.70,14.36,8,14.57,0.49,0.50,0.00,2,113,23,0.00,9,11.17,15.69,0.99,40.50
105480,21.09,0.00,3,13.52,192,1921,0.5000,15.69,14.60,14.36,8,14.57,0.49,0.49,0.00,2,113,23,0.00,9,11.17,16.08,0.99,40.50
105583,21.88,0.00,3,13.60,192,1918,0.5000,15.89,14.90,14.36,8,14.57,0.49,0.50,0.00,2,113,23,0.00,9,11.32,15.69,0.99,40.50
105688,21.88,0.00,3,13.60,192,1904,0.5000,15.69,14.50,14.36,8,14.57,0.50,0.49,0.00,2,113,23,0.00,9,11.32,15.69,0.99,40.50
105791,21.88,0.00,3,13.60,192,1920,0.5000,15.69,14.60,14.36,8,14.57,0.49,0.49,0.00,2,113,23,0.00,9,11.32,15.69,0.99,40.50
105895,21.88,0.00,3,13.52,192,1922,0.5000,15.76,14.60,14.36,8,14.57,0.49,0.50,0.00,2,113,24,0.00,9,11.32,15.69,0.99,40.50
105999,21.09,0.00,3,13.60,192,1905,0.5000,15.82,14.50,14.36,8,14.57,0.50,0.49,0.00,2,113,24,0.00,9,11.17,15.69,0.99,40.50
106104,21.88,0.00,3,13.60,192,1901,0.5000,15.82,14.50,14.36,8,14.57,0.50,0.50,0.00,2,113,24,0.00,9,11.32,16.08,0.99,40.50
106208,21.09,0.00,3,13.68,192,1919,0.5000,15.89,14.50,14.36,8,14.57,0.50,0.50,0.00,2,113,24,0.00,9,11.32,16.08,0.99,40.50
106312,21.09,0.00,3,13.52,192,1908,0.5000,16.02,14.60,14.36,8,14.57,0.50,0.49,0.00,2,113,24,0.00,9,11.32,16.08,0.99,41.00
106415,21.09,0.00,3,13.44,192,1904,0.5000,15.82,14.50,14.36,8,14.57,0.50,0.49,0.00,2,113,24,0.00,9,11.32,16.08,0.99,40.50
106520,21.09,0.00,3,13.60,192,1920,0.5000,15.96,14.60,14.36,8,14.57,0.50,0.50,0.00,2,111,23,0.00,10,11.32,16.08,0.99,40.50
106624,21.09,0.00,3,13.52,192,1905,0.5000,15.96,14.50,14.36,8,14.57,0.50,0.50,0.00,2,111,22,0.00,10,11.32,16.08,0.99,40.50
106728,21.88,0.00,3,13.52,192,1908,0.5000,15.82,14.60,14.36,8,14.57,0.50,0.50,0.00,2,111,18,0.00,10,11.32,16.08,0.99,40.50
106832,22.66,0.00,3,13.52,192,1925,0.5000,16.02,14.60,14.36,8,14.57,0.50,0.51,0.00,2,111,14,0.00,10,11.32,16.08,0.99,40.50
106936,23.44,0.00,3,13.52,192,1907,0.5000,16.09,14.80,14.36,8,14.58,0.50,0.50,0.00,2,111,8,0.00,10,11.17,16.08,0.99,41.00
107040,23.44,0.00,3,13.52,192,1908,0.5000,16.23,14.80,14.36,8,14.58,0.51,0.51,0.00,2,111,6,0.00,10,11.17,16.08,0.99,41.00
107144,23.44,0.00,3,13.60,192,1922,0.5000,16.02,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,4,0.00,10,11.17,16.08,0.99,41.00
107248,23.44,0.00,3,13.60,192,1922,0.5000,16.16,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,2,0.00,10,11.32,16.08,0.99,41.00
107352,22.66,0.00,3,13.60,192,1906,0.5000,16.09,14.30,14.36,8,14.58,0.51,0.51,0.00,2,111,2,0.00,10,11.17,16.08,0.99,41.00
107457,22.66,0.00,3,13.44,192,1920,0.5000,16.02,14.30,14.36,8,14.58,0.50,0.50,0.00,2,111,1,0.00,10,11.32,16.08,0.99,41.00
107560,21.88,0.00,3,13.44,192,1920,0.5000,16.22,14.40,14.36,8,14.58,0.50,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
107664,21.88,0.00,3,13.52,192,1901,0.5000,16.09,14.40,14.36,8,14.58,0.50,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
107768,21.88,0.00,3,13.60,192,1915,0.5000,15.96,14.40,14.36,8,14.58,0.50,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
107872,21.88,0.00,3,13.52,192,1915,0.5000,16.23,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
107976,21.88,0.00,3,13.52,192,1898,0.5000,16.09,14.40,14.36,8,14.58,0.51,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108080,21.88,0.00,3,13.44,192,1900,0.5000,16.22,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108184,21.09,0.00,3,13.60,192,1912,0.5000,16.09,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108288,21.09,0.00,3,13.60,192,1898,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108392,21.09,0.00,3,13.60,192,1898,0.5000,15.96,14.50,14.36,8,14.58,0.50,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108496,21.09,0.00,3,13.60,192,1911,0.5000,15.89,14.40,14.36,8,14.58,0.50,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,40.50
108600,21.09,0.00,3,13.52,192,1909,0.5000,16.22,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108705,21.88,0.00,3,13.60,192,1894,0.5000,15.96,14.60,14.36,8,14.58,0.50,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
108808,21.09,0.00,3,13.60,192,1907,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,40.50
108913,21.88,0.00,3,13.60,192,1906,0.5000,16.09,14.60,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
109016,21.88,0.00,3,13.52,192,1888,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.50,0.00,2,111,0,0.00,10,11.32,16.08,0.99,41.00
109120,21.09,0.00,3,13.44,192,1886,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,40.50
109224,21.09,0.00,3,13.60,192,1903,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,10,11.32,16.08,0.99,40.50
109328,21.09,0.00,3,13.60,192,1907,0.5000,16.16,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,11,11.32,16.08,0.99,41.00
109432,21.09,0.00,3,13.68,192,1894,0.5000,16.09,14.40,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,11,11.32,16.08,0.99,41.00
109536,21.09,0.00,3,13.44,192,1911,0.5000,15.96,14.50,14.36,8,14.58,0.51,0.50,0.00,2,111,0,0.00,11,11.32,16.08,0.99,41.00
109641,21.09,0.00,3,13.44,192,1911,0.5000,16.16,14.40,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,11,11.32,16.08,0.99,41.00
109745,21.09,0.00,3,13.52,192,1894,0.5000,16.16,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,0,0.00,11,11.32,16.08,0.99,41.00
109848,21.09,0.00,3,13.60,192,1894,0.5000,16.09,14.50,14.36,8,14.58,0.51,0.50,0.00,2,111,1,0.00,11,11.32,16.08,0.99,41.00
109952,21.09,0.00,3,13.60,192,1912,0.5000,16.02,14.50,14.36,8,14.58,0.50,0.50,0.00,2,111,1,0.00,11,11.32,16.08,0.99,41.00
110057,21.09,0.00,3,13.36,192,1901,0.5000,16.16,14.50,14.36,8,14.58,0.51,0.51,0.00,2,111,1,0.00,11,11.32,16.08,0.99,41.00
110161,21.09,0.00,3,13.44,192,1902,0.5000,16.09,14.50,14.36,8,14.58,0.51,0.50,0.00,2,109,1,0.00,11,11.32,16.08,0.99,41.00
110265,21.09,0.00,3,13.60,192,1920,0.5000,16.09,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,1,0.00,11,11.32,16.08,0.99,41.00
110369,21.88,0.00,3,13.60,192,1905,0.5000,16.16,14.50,14.36,8,14.58,0.50,0.51,0.00,2,109,2,0.00,11,11.32,16.08,0.99,41.00
110473,21.88,0.00,3,13.60,192,1906,0.5000,16.29,14.60,14.36,8,14.58,0.51,0.51,0.00,2,109,2,0.00,11,11.32,16.08,0.99,41.00
110576,21.88,0.00,3,13.60,192,1924,0.5000,16.22,14.50,14.36,8,14.58,0.51,0.51,0.00,2,109,2,0.00,11,11.32,16.08,0.99,41.00
110681,21.88,0.00,3,13.44,192,1926,0.5000,16.09,14.50,14.36,8,14.58,0.51,0.51,0.00,2,109,3,0.00,11,11.32,16.08,0.99,41.00
110785,21.88,0.00,3,13.60,192,1916,0.5000,15.89,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,3,0.00,11,11.32,16.08,0.99,41.00
110888,21.88,0.00,3,13.60,192,1933,0.5000,16.02,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,3,0.00,11,11.32,16.08,0.99,41.00
110993,21.88,0.00,3,13.52,192,1932,0.5000,16.09,14.60,14.36,8,14.58,0.50,0.51,0.00,2,109,4,0.00,11,11.32,16.08,0.99,41.00
111097,21.88,0.00,3,13.52,192,1918,0.5000,16.29,14.60,14.36,8,14.58,0.50,0.50,0.00,2,109,4,0.00,11,11.32,16.08,0.99,41.00
111201,22.66,0.00,3,13.52,192,1936,0.5000,15.95,14.60,14.36,8,14.58,0.50,0.50,0.00,2,109,4,0.00,11,11.32,16.08,0.99,41.00
111304,21.88,0.00,3,13.52,192,1926,0.5000,16.09,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,5,0.00,11,11.17,16.08,0.99,41.00
111409,21.88,0.00,3,13.52,192,1928,0.5000,16.09,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,5,0.00,11,11.32,15.69,0.99,41.00
111513,21.88,0.00,3,13.60,192,1943,0.5000,15.95,14.50,14.36,8,14.58,0.50,0.50,0.00,2,109,5,0.00,12,11.17,15.29,0.99,41.00
111617,21.88,0.00,3,13.52,192,1926,0.5000,15.82,14.70,14.36,8,14.57,0.49,0.49,0.00,2,109,6,0.00,12,11.03,15.29,0.99,41.00
111720,21.88,0.00,3,13.44,192,1920,0.5000,15.75,14.50,14.36,8,14.57,0.49,0.49,0.00,2,109,6,0.00,12,10.88,14.90,0.99,40.50
111825,21.09,0.00,3,13.68,192,1935,0.5000,15.42,14.40,14.36,8,14.57,0.48,0.48,0.00,2,109,7,0.00,12,10.74,14.90,0.99,40.50
111929,20.31,0.00,3,13.44,192,1918,0.5000,15.42,14.30,14.36,8,14.57,0.48,0.48,0.00,2,109,7,0.00,12,10.74,14.90,0.99,40.50
112033,19.53,0.00,3,13.52,192,1918,0.5000,15.42,14.20,14.36,8,14.57,0.48,0.48,0.00,2,109,8,0.00,12,10.74,14.90,0.99,40.00
112137,19.53,0.00,3,13.52,192,1930,0.5000,15.35,14.40,14.36,8,14.57,0.48,0.47,0.00,2,109,8,0.00,12,10.59,14.51,0.99,40.00
112241,18.75,0.00,3,13.28,192,1909,0.5000,15.16,14.50,14.36,8,14.57,0.48,0.47,0.00,2,109,8,0.00,12,10.45,14.51,0.99,40.00
112345,17.97,0.00,3,13.52,192,1912,0.5000,15.28,14.20,14.36,8,14.57,0.48,0.48,0.00,2,109,9,0.00,12,10.45,14.51,0.99,40.00
112448,17.97,0.00,3,13.60,192,1930,0.5000,14.87,14.20,14.36,8,14.57,0.47,0.46,0.00,2,109,9,0.00,12,10.30,12.94,0.99,40.00
112552,17.19,0.00,3,13.52,192,1902,0.5000,14.00,14.20,14.36,8,14.57,0.45,0.44,0.00,2,109,10,0.00,12,9.72,12.55,0.99,39.00
112657,13.28,0.00,3,13.44,192,1889,0.5000,13.88,13.80,14.36,8,14.57,0.44,0.44,0.00,2,109,10,0.00,12,9.43,12.16,0.99,38.50
112760,11.72,0.00,3,13.60,192,1901,0.5000,13.76,13.60,14.36,8,14.57,0.44,0.44,0.00,2,109,10,0.00,12,9.29,12.16,0.99,38.00
112865,9.38,0.00,3,13.60,194,1900,0.5000,14.00,13.80,14.36,8,14.57,0.44,0.45,0.00,2,109,11,0.00,12,9.43,12.94,0.99,38.00
112969,9.38,0.00,3,13.60,194,1889,0.5000,14.34,14.00,14.36,8,14.57,0.45,0.45,0.00,2,109,11,0.00,12,9.58,13.33,0.99,38.50
113073,10.16,0.00,3,13.52,194,1911,0.5000,14.58,14.30,14.36,8,14.57,0.46,0.46,0.00,2,109,11,0.00,12,9.72,13.33,0.99,38.50
113176,10.94,0.00,3,13.52,194,1915,0.5000,14.52,14.10,14.36,8,14.57,0.46,0.46,0.00,2,109,11,0.00,12,9.87,13.33,0.99,39.00
113281,11.72,0.00,3,13.60,194,1902,0.5000,14.34,14.80,14.36,8,14.57,0.45,0.45,0.00,2,109,12,0.00,12,9.87,13.33,0.99,39.00
113386,12.50,0.00,3,13.60,194,1902,0.5000,14.34,14.70,14.36,8,14.57,0.45,0.45,0.00,2,109,12,0.00,12,9.87,12.94,0.99,38.50
113490,13.28,0.00,3,13.60,194,1917,0.5000,13.88,14.90,14.36,8,14.57,0.44,0.43,0.00,2,109,13,0.00,12,9.58,12.55,0.99,38.50
113594,12.50,0.00,3,13.52,194,1899,0.5000,13.82,14.50,14.36,8,14.57,0.44,0.43,0.00,2,109,13,0.00,12,9.43,12.55,0.99,38.50
113698,11.72,0.00,3,13.52,194,1899,0.5000,13.82,14.40,14.36,8,14.57,0.44,0.44,0.00,2,109,13,0.00,12,9.43,12.55,0.99,38.00
113802,11.72,0.00,3,13.60,194,1917,0.5000,13.94,14.40,14.36,8,14.57,0.44,0.44,0.00,2,109,14,0.00,12,9.43,12.94,0.99,38.00
113906,10.94,0.00,3,13.60,194,1910,0.5000,14.17,14.30,14.36,8,14.57,0.44,0.45,0.00,2,109,14,0.00,12,9.58,13.33,0.99,38.50
114010,11.72,0.00,3,13.68,194,1919,0.5000,14.23,14.40,14.36,8,14.57,0.44,0.44,0.00,2,109,14,0.00,12,9.72,13.33,0.99,38.50
114114,12.50,0.00,3,13.60,194,1936,0.5000,14.23,14.60,14.36,8,14.57,0.44,0.45,0.00,2,109,15,0.00,12,9.72,12.94,0.99,38.50
114218,13.28,0.00,3,13.52,194,1926,0.5000,14.11,14.90,14.36,8,14.57,0.44,0.44,0.00,2,109,15,0.00,12,9.72,12.94,0.99,38.50
114322,14.06,0.00,3,13.60,194,1931,0.5000,14.11,14.80,14.36,8,14.57,0.44,0.44,0.00,2,109,15,0.00,12,9.72,13.33,0.99,38.50
114425,14.84,0.00,3,13.68,194,1952,0.5000,14.46,14.90,14.36,8,14.57,0.44,0.45,0.00,2,109,16,0.00,12,9.72,13.73,0.99,38.50
114530,15.62,0.00,3,13.52,194,1946,0.5000,14.58,15.00,14.36,8,14.57,0.45,0.45,0.00,2,109,15,0.00,12,9.87,13.73,0.99,39.00
114634,16.41,0.00,3,13.52,194,1966,0.5000,14.57,14.80,14.36,8,14.57,0.45,0.44,0.00,2,109,16,0.00,12,9.87,14.12,0.99,39.00
114738,17.19,0.00,3,13.52,194,1973,0.5000,14.92,14.80,14.36,8,14.57,0.45,0.46,0.00,2,108,16,0.00,12,10.01,14.12,0.99,39.50
114842,17.97,0.00,3,13.60,194,1962,0.5000,15.04,14.80,14.36,8,14.57,0.45,0.45,0.00,2,108,16,0.00,12,10.16,14.51,0.99,39.50
114946,18.75,0.00,3,13.60,194,1983,0.5000,15.04,14.90,14.36,8,14.57,0.46,0.46,0.00,2,108,16,0.00,12,10.30,14.51,0.99,39.50
115050,19.53,0.00,3,13.52,194,1972,0.5000,15.15,14.80,14.36,8,14.57,0.46,0.46,0.00,2,108,17,0.00,12,10.30,14.51,0.99,40.00
115154,20.31,0.00,3,13.52,194,1992,0.5000,14.92,14.80,14.36,8,14.57,0.46,0.45,0.00,2,108,17,0.00,12,10.30,14.51,0.99,39.50
115258,20.31,0.00,3,13.52,194,1984,0.5000,15.04,14.80,14.36,8,14.57,0.46,0.45,0.00,2,108,17,0.00,12,10.30,14.51,0.99,40.00
115362,21.09,0.00,3,13.60,194,2005,0.5000,15.04,14.50,14.36,8,14.57,0.45,0.45,0.00,2,108,17,0.00,12,10.30,14.51,0.99,40.00
115466,21.09,0.00,3,13.52,194,2008,0.5000,14.92,14.80,14.36,8,14.57,0.45,0.45,0.00,2,108,18,0.00,12,10.30,14.51,0.99,40.00
115570,21.09,0.00,3,13.60,194,1992,0.5000,15.04,15.30,14.36,8,14.57,0.45,0.45,0.00,2,108,18,0.00,12,10.30,14.51,0.99,40.00
115674,21.09,0.00,3,13.52,194,2015,0.5000,15.04,14.60,14.36,8,14.57,0.45,0.45,0.00,2,108,18,0.00,12,10.30,14.51,0.99,40.00
115778,21.09,0.00,3,13.60,194,2002,0.5000,15.10,14.50,14.36,8,14.57,0.45,0.45,0.00,2,108,19,0.00,12,10.30,14.51,0.99,40.00
115882,21.09,0.00,3,13.60,194,2022,0.5000,15.04,14.50,14.36,8,14.57,0.45,0.45,0.00,2,108,19,0.00,12,10.16,14.51,0.99,40.00
115986,21.09,0.00,3,13.60,194,2006,0.5000,15.04,14.50,14.36,8,14.57,0.45,0.44,0.00,2,108,19,0.00,12,10.16,14.51,0.99,40.00
116090,21.09,0.00,3,13.68,194,2025,0.5000,15.04,14.50,14.36,8,14.57,0.45,0.45,0.00,2,108,19,0.00,12,10.16,14.51,0.99,40.00
