Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
146908,3.12,0.00,14.51,8,14.58,187,0.61,1698,0.00,39.00,120,0,0.50,4,12.04,17.24,15.69,14.40,0.00,1,40.82,15.07,0.5000
147010,3.12,0.00,14.51,8,14.58,187,0.61,1727,0.00,39.50,120,0,0.50,4,12.04,17.63,16.08,14.40,0.00,1,40.81,15.22,0.5000
147112,3.12,0.00,14.51,8,14.58,187,0.61,1740,0.00,39.00,120,0,0.50,4,11.90,15.47,16.08,14.50,0.00,1,40.79,15.22,0.5000
147214,3.12,0.00,14.51,8,14.58,187,0.62,1758,0.00,39.00,120,0,0.50,4,12.04,15.48,16.08,14.50,0.00,1,40.90,15.22,0.5000
147316,3.91,0.00,14.51,8,14.58,187,0.61,1786,0.00,39.50,118,0,0.50,4,12.04,21.30,16.86,14.60,0.00,1,40.81,17.53,0.5000
147418,3.91,0.00,14.51,8,14.57,187,0.65,1827,0.00,38.50,118,0,0.50,4,13.06,21.31,20.00,14.50,0.00,1,39.55,19.43,0.5000
147520,5.47,0.00,14.51,8,14.57,187,0.69,1870,0.00,38.00,118,0,0.50,4,13.06,21.69,20.39,14.80,0.00,1,39.69,19.58,0.5000
147622,5.47,0.00,14.51,8,14.57,187,0.69,1924,0.00,38.50,118,0,0.50,4,12.91,21.50,19.61,14.80,0.00,1,40.44,18.41,0.5000
147724,6.25,0.00,14.51,8,14.57,187,0.67,1996,0.00,39.00,118,0,0.00,4,12.91,22.09,19.61,14.80,0.00,1,41.04,18.70,0.5000
147826,7.03,0.00,14.51,8,14.57,187,0.67,2009,0.00,39.00,118,0,0.00,4,12.77,22.59,19.61,14.90,0.00,1,41.13,18.71,0.5000
147928,7.81,0.00,14.51,8,14.56,187,0.67,2048,0.00,39.00,118,0,0.00,4,12.77,22.73,19.61,14.80,0.00,1,41.06,18.56,0.5000
148030,7.03,0.00,14.51,8,14.56,187,0.67,2073,0.00,39.00,118,0,0.00,4,12.77,23.73,19.61,14.80,0.00,1,41.16,18.56,0.5000
148132,7.03,0.00,14.51,8,14.56,187,0.67,2137,0.00,39.00,118,0,0.00,4,12.62,23.99,19.61,14.50,0.00,1,41.14,18.71,0.5000
148234,7.03,0.00,14.51,8,14.56,187,0.67,2155,0.00,39.00,118,0,0.00,4,12.48,24.24,19.61,14.50,0.00,1,41.23,18.56,0.5000
148336,7.03,0.00,14.51,8,14.56,187,0.67,2180,0.00,39.00,118,0,0.00,4,12.48,24.49,19.61,14.50,0.00,1,41.19,18.71,0.5000
148438,7.03,0.00,14.51,8,14.57,187,0.67,2238,0.00,39.00,118,0,0.00,4,12.33,24.74,19.61,14.40,0.00,1,41.28,18.56,0.5000
148540,7.03,0.00,14.51,8,14.57,187,0.66,2274,0.00,39.00,118,0,0.00,4,12.33,25.49,19.61,14.40,0.00,1,41.22,18.56,0.5000
148642,7.03,0.00,14.51,8,14.57,187,0.67,2308,0.00,39.00,118,0,0.00,4,12.33,25.49,19.61,14.40,0.00,1,41.22,18.56,0.5000
148744,7.81,0.00,14.51,8,14.57,187,0.66,2322,0.00,39.00,118,0,0.00,4,12.19,25.86,19.61,14.50,0.00,1,41.30,18.56,0.5000
148846,7.81,0.00,14.51,8,14.57,187,0.66,2363,0.00,39.00,118,1,0.00,4,12.04,26.60,19.61,14.60,0.00,1,41.34,18.56,0.5000
148948,8.59,0.00,14.51,8,14.56,187,0.66,2412,0.00,39.00,118,2,0.00,4,12.04,27.22,19.61,14.50,0.00,6,41.18,18.56,0.5000
149050,9.38,0.00,14.51,8,14.56,187,0.67,2432,0.00,39.00,118,2,0.00,4,12.04,27.10,19.61,14.70,0.00,6,41.09,18.56,0.5000
149152,9.38,0.00,14.51,8,14.56,187,0.67,2453,0.00,39.00,118,3,0.00,4,11.90,27.47,19.61,14.50,0.00,6,41.12,18.56,0.5000
149254,8.59,0.00,14.51,8,14.55,187,0.67,2468,0.00,39.00,118,4,0.00,4,11.90,27.84,19.61,14.40,0.00,6,41.08,18.56,0.5000
149356,7.81,0.00,14.51,8,14.55,187,0.67,2435,0.00,24.00,118,5,0.00,4,11.90,28.09,19.61,14.30,0.00,6,40.79,18.85,0.5000
149457,8.59,0.00,14.51,8,14.56,187,0.69,2306,0.00,23.50,118,6,0.00,4,12.19,27.34,19.61,14.40,0.00,1,40.16,18.85,0.5000
149560,7.81,0.00,14.51,8,14.56,187,0.72,2160,0.00,23.00,118,6,0.00,4,12.62,26.57,19.61,14.40,0.00,1,39.55,18.70,0.5000
149662,5.47,0.00,14.51,8,14.56,187,0.74,2076,0.00,37.50,118,8,0.50,4,12.77,25.68,19.61,14.30,0.00,1,39.08,18.71,0.5000
149764,3.12,0.00,14.51,8,14.56,187,0.74,2040,0.00,37.50,118,8,0.50,4,12.91,25.18,19.61,14.10,0.00,1,38.98,18.70,0.5000
149866,2.34,0.00,14.51,8,14.56,187,0.75,1986,0.00,37.50,118,9,0.50,4,13.06,24.68,19.61,13.80,0.00,1,38.76,18.70,0.5000
149968,0.78,0.00,14.51,8,14.56,187,0.75,1974,0.00,37.00,118,10,0.50,4,13.06,24.43,19.61,13.90,0.00,1,38.51,18.70,0.5000
150070,0.00,0.00,14.51,8,14.56,187,0.75,1953,0.00,37.00,118,10,0.50,4,13.06,24.55,19.61,14.00,0.00,1,38.60,18.70,0.5000
150172,-0.78,0.00,14.51,8,14.56,187,0.75,1960,0.00,37.50,118,11,0.50,4,13.06,24.18,19.61,14.10,0.00,1,38.73,18.70,0.5000
150274,0.00,0.00,14.51,8,14.56,187,0.74,1983,0.00,37.00,118,12,0.50,4,13.06,24.42,19.61,14.10,0.00,1,38.77,18.85,0.5000
150376,0.00,0.00,14.51,8,14.56,187,0.74,1973,0.00,37.50,118,12,0.50,4,13.20,25.14,20.39,14.30,0.00,1,38.75,19.72,0.5000
150478,0.78,0.00,14.51,8,14.56,187,0.75,1999,-2.00,37.50,118,13,-1.00,5,13.49,25.49,21.57,14.50,0.00,1,38.45,20.74,0.5000
150580,2.34,0.00,14.51,8,14.56,187,0.76,2015,-2.00,35.00,118,13,-1.00,5,13.64,25.82,22.35,14.70,0.00,1,38.40,21.32,0.5000
150682,3.91,0.00,14.51,8,14.56,187,0.76,2017,-2.00,35.00,118,14,-1.00,5,13.78,26.30,22.75,14.90,0.00,1,38.42,21.61,0.5000
150784,3.91,0.00,14.51,8,14.56,187,0.77,2053,-2.00,35.00,118,14,-1.00,5,13.93,26.62,23.92,14.90,0.00,1,38.32,22.77,0.5000
150886,4.69,0.00,14.51,8,14.56,187,0.77,2058,-2.00,35.00,118,15,-1.00,5,13.93,26.75,23.92,15.20,0.00,1,38.47,22.63,0.5000
150988,5.47,0.00,14.51,8,14.56,187,0.77,2089,-4.00,33.00,118,15,-3.00,6,13.93,26.87,23.92,14.80,0.00,1,38.40,22.48,0.5000
151090,5.47,0.00,14.51,8,14.56,187,0.77,2083,-4.00,33.00,120,16,-3.00,6,13.78,26.76,23.53,14.80,0.00,1,38.54,22.49,0.5000
151192,4.69,0.00,14.51,8,14.56,187,0.77,2107,-4.00,33.00,120,16,-3.50,6,13.78,27.12,23.53,14.40,0.00,1,38.63,22.34,0.5000
151294,4.69,0.00,14.51,8,14.56,187,0.78,2118,-4.00,33.00,120,17,-3.50,6,13.93,27.37,23.92,14.40,0.00,1,38.55,22.63,0.5000
151396,4.69,0.00,14.51,8,14.56,187,0.77,2112,-4.00,33.50,120,17,-3.50,6,13.93,27.50,23.92,14.50,0.00,1,38.70,22.48,0.5000
151498,4.69,0.00,14.51,8,14.56,187,0.77,2137,-4.00,33.00,120,18,-3.50,6,13.93,27.61,23.53,14.40,0.00,1,38.64,22.78,0.5000
151601,5.47,0.00,14.51,8,14.56,187,0.78,2129,-4.00,33.50,120,19,-3.50,6,13.78,27.27,23.53,14.50,0.00,1,38.82,21.76,0.5000
151702,5.47,0.00,14.51,8,14.56,187,0.77,2138,-4.00,33.50,120,19,-3.50,6,13.64,27.40,22.75,14.40,0.00,1,38.91,21.90,0.5000
151804,3.91,0.00,14.51,8,14.56,187,0.77,2162,-4.00,33.50,120,19,-3.50,6,13.64,27.78,22.75,14.40,0.00,1,38.91,21.76,0.5000
151906,4.69,0.00,14.51,8,14.56,187,0.77,2148,-4.00,33.50,120,19,-3.50,6,13.64,27.90,22.75,14.50,0.00,1,38.99,21.76,0.5000
152008,4.69,0.00,14.51,8,14.56,187,0.77,2158,-4.00,33.50,120,18,-3.50,6,13.64,28.15,22.75,14.50,0.00,1,39.01,21.76,0.5000
152110,4.69,0.00,14.51,8,14.56,187,0.77,2183,-4.00,33.50,120,14,-3.50,6,13.64,28.03,22.75,14.40,0.00,1,38.93,21.76,0.5000
152213,4.69,0.00,14.51,8,14.56,187,0.77,2174,-4.00,33.50,120,9,-3.50,6,13.64,28.03,22.75,14.50,0.00,1,38.91,21.76,0.5000
152314,4.69,0.00,14.51,8,14.56,187,0.77,2182,-4.00,33.50,120,6,-3.50,6,13.78,27.78,22.75,14.40,0.00,1,39.12,21.76,0.5000
152416,3.91,0.00,14.51,8,14.56,187,0.77,2205,-4.00,33.50,120,4,-3.50,6,13.78,28.01,22.75,14.50,0.00,1,39.11,21.76,0.5000
152518,3.91,0.00,14.51,8,14.56,187,0.77,2212,-4.00,33.50,118,3,-3.50,6,13.64,28.52,22.75,14.40,0.00,1,39.15,21.76,0.5000
152620,3.91,0.00,14.51,8,14.56,187,0.77,2200,-4.00,33.50,118,3,-3.50,6,13.64,28.26,22.75,14.40,0.00,1,39.22,21.76,0.5000
152722,3.12,0.00,14.51,8,14.56,187,0.77,2209,-4.00,33.50,118,2,-3.50,6,13.64,28.27,22.75,14.40,0.00,1,39.26,21.76,0.5000
152824,3.91,0.00,14.51,8,14.56,187,0.77,2234,-4.00,33.50,118,1,-3.50,6,13.64,28.89,22.75,14.40,0.00,1,39.31,21.76,0.5000
152926,3.91,0.00,14.51,8,14.56,187,0.77,2240,-4.00,33.50,118,1,-3.50,6,13.64,28.52,22.75,14.50,0.00,1,39.23,21.76,0.5000
153028,3.91,0.00,14.51,8,14.56,187,0.77,2232,-3.00,34.50,118,0,-2.50,6,13.64,28.63,22.75,14.50,0.00,1,39.30,21.76,0.5000
153130,3.91,0.00,14.51,8,14.56,187,0.77,2240,-3.00,34.50,118,0,-2.50,6,13.64,29.01,22.75,14.50,0.00,1,39.41,21.76,0.5000
153232,3.91,0.00,14.51,8,14.56,187,0.77,2251,-3.00,34.50,118,0,-2.50,6,13.64,29.25,22.75,14.40,0.00,1,39.46,21.76,0.5000
153334,3.91,0.00,14.51,8,14.56,187,0.77,2262,-3.00,34.50,118,0,-2.50,6,13.64,29.50,22.75,14.50,0.00,1,39.53,21.76,0.5000
153436,3.91,0.00,14.51,8,14.56,187,0.77,2291,-3.00,34.50,118,0,-3.00,6,13.64,29.13,22.75,14.50,0.00,1,39.50,21.76,0.5000
153538,4.69,0.00,14.51,8,14.56,187,0.77,2300,-3.00,34.50,118,0,-3.00,6,13.64,29.38,22.75,14.60,0.00,1,39.53,21.76,0.5000
153640,4.69,0.00,14.51,8,14.56,187,0.77,2314,-3.00,34.50,118,0,-3.00,6,13.64,29.75,22.75,15.40,0.00,1,39.62,21.76,0.5000
153742,4.69,0.00,14.51,8,14.56,187,0.77,2329,-3.00,35.00,118,0,-3.00,6,13.64,30.00,22.75,14.70,0.00,1,39.69,21.76,0.5000
153844,5.47,0.00,14.51,8,14.56,187,0.77,2338,-3.00,35.00,118,0,-3.00,6,13.64,29.87,22.75,15.70,0.00,1,39.72,21.76,0.5000
153946,5.47,0.00,14.51,8,14.56,187,0.77,2352,-3.00,35.00,118,0,-3.00,6,13.64,30.01,22.75,15.40,0.00,1,39.80,21.61,0.5000
154048,5.47,0.00,14.51,8,14.56,187,0.77,2360,-3.00,35.00,118,0,-3.00,6,13.49,30.27,22.35,14.80,0.00,1,39.85,21.47,0.5000
154150,5.47,0.00,14.51,8,14.56,187,0.77,2367,-3.00,35.00,118,0,-3.00,6,13.49,30.15,22.35,14.70,0.00,1,39.88,21.47,0.5000
154252,5.47,0.00,14.51,8,14.56,187,0.76,2384,-3.00,35.00,118,0,-3.00,6,13.49,30.27,22.35,14.60,0.00,1,39.96,21.47,0.5000
154354,6.25,0.00,14.51,8,14.56,187,0.77,2396,-3.00,35.00,118,0,-3.00,6,13.49,28.20,22.35,14.90,0.00,1,40.02,21.47,0.5000
154456,6.25,0.00,14.51,8,14.56,187,0.77,2412,-3.00,35.00,118,0,-3.00,6,13.49,30.89,22.35,14.80,0.00,6,40.09,21.47,0.5000
154558,6.25,0.00,14.51,8,14.56,187,0.77,2419,-3.00,35.00,118,1,-3.00,6,13.49,30.89,22.35,14.80,0.00,6,40.12,21.47,0.5000
154660,7.03,0.00,14.51,8,14.56,187,0.77,2433,-3.00,35.00,118,2,-3.00,6,13.49,31.03,22.35,14.50,0.00,6,40.12,21.32,0.5000
154762,6.25,0.00,14.51,8,14.55,187,0.77,2429,-3.00,35.00,118,2,-3.00,6,13.35,30.78,22.35,14.60,0.00,6,40.12,20.88,0.5000
154865,6.25,0.00,14.51,8,14.55,187,0.76,2435,-3.00,35.00,118,3,-3.00,6,13.20,30.79,21.57,14.50,0.00,6,40.12,20.45,0.5000
154966,5.47,0.00,14.51,8,14.54,185,0.76,2444,-2.00,35.00,118,4,-2.00,6,13.06,30.79,21.57,14.40,0.00,6,40.12,20.59,0.5000
155068,5.47,0.00,14.51,8,14.54,185,0.75,2474,-2.00,36.00,118,5,-2.00,6,13.06,30.79,21.57,14.40,0.00,6,40.12,20.59,0.5000
155170,5.47,0.00,14.51,8,14.54,185,0.75,2483,-2.00,36.00,118,6,-2.00,6,13.06,31.29,21.57,14.50,0.00,6,40.12,20.74,0.5000
155272,4.69,0.00,14.51,8,14.54,185,0.76,2494,-2.00,36.00,118,7,-2.00,6,13.06,31.29,21.57,14.50,0.00,6,40.12,20.74,0.5000
155375,4.69,0.00,14.51,8,14.53,185,0.76,2484,-2.00,36.00,117,7,-2.00,6,13.06,31.30,21.96,14.40,0.00,6,40.12,20.74,0.5000
155476,4.69,0.00,14.51,8,14.53,185,0.76,2495,-2.00,36.00,117,8,-2.00,6,13.06,31.67,21.96,14.40,0.00,6,40.12,20.74,0.5000
155579,3.91,0.00,14.51,8,14.52,185,0.76,2530,-2.00,36.00,117,9,-2.00,6,12.91,31.80,21.96,14.40,0.00,6,40.12,20.74,0.5000
155681,3.12,0.00,14.51,8,14.52,185,0.76,2541,-2.00,36.00,117,10,-2.00,6,12.91,31.93,21.96,14.30,0.00,6,40.12,20.74,0.5000
155783,3.12,0.00,14.51,8,14.51,185,0.76,2528,-2.00,36.00,117,10,-2.00,6,12.91,32.07,21.96,14.40,0.00,6,40.12,20.74,0.5000
155885,3.12,0.00,14.51,8,14.51,185,0.76,2563,-2.00,36.00,117,11,-2.00,6,12.91,32.57,21.96,14.40,0.00,6,40.12,20.88,0.5000
155988,2.34,0.00,14.51,8,14.51,185,0.76,2558,-2.00,36.00,117,12,-2.00,6,13.06,33.07,21.96,14.40,0.00,6,40.12,21.17,0.5000
156089,2.34,0.00,14.51,8,14.50,185,0.77,2568,-2.00,36.00,117,13,-2.00,6,13.06,33.06,22.35,14.40,0.00,6,40.12,21.47,0.5000
156191,1.56,0.00,14.51,8,14.50,185,0.77,2600,-2.00,36.00,117,14,-2.00,6,13.06,32.93,22.35,14.40,0.00,6,40.12,21.32,0.5000
156294,1.56,0.00,14.51,8,14.50,185,0.76,2598,-2.00,36.00,117,15,-2.00,6,13.06,33.44,22.35,14.30,0.00,6,40.12,21.32,0.5000
156396,0.78,0.00,14.51,8,14.49,185,0.77,2631,-2.00,36.00,117,16,-2.00,6,13.06,33.56,22.35,14.30,0.00,6,40.12,21.32,0.5000
156498,0.78,0.00,14.51,8,14.49,185,0.77,2619,-2.00,36.00,117,16,-2.00,6,13.06,33.31,22.35,14.40,0.00,6,40.12,21.17,0.5000
156600,0.00,0.00,14.51,8,14.48,185,0.76,2647,-2.00,36.00,117,17,-2.00,6,12.91,33.20,21.96,14.40,0.00,6,40.12,20.74,0.5000
156701,-1.56,0.00,14.51,8,14.49,185,0.76,2642,-2.00,36.00,117,17,-2.00,6,12.62,32.33,21.57,14.20,0.00,6,40.12,19.87,0.5000
156804,-2.34,0.00,14.51,8,14.48,185,0.74,2660,-2.00,36.00,117,17,-2.00,6,12.33,32.12,20.39,14.00,0.00,6,40.12,19.29,0.5000
156906,-3.12,0.00,14.51,8,14.48,185,0.73,2637,-2.00,36.00,115,17,-2.00,6,12.19,31.64,19.61,14.20,0.00,6,40.12,18.85,0.5000
157007,-3.91,0.00,14.51,8,14.48,185,0.72,2652,-1.00,37.00,115,14,-1.00,6,12.04,31.64,19.61,14.20,0.00,6,40.12,18.70,0.5000
157110,-3.91,0.00,14.51,8,14.51,185,0.72,2493,-1.00,22.00,115,12,-1.00,6,12.19,31.00,19.61,14.30,0.00,6,40.12,18.70,0.5000
157212,-3.12,0.00,14.51,8,14.56,185,0.75,2274,-1.00,22.00,115,10,-1.00,6,12.62,29.97,19.61,14.00,0.00,1,39.47,18.70,0.5000
157313,-1.56,0.00,14.51,8,14.56,185,0.78,2202,-1.00,36.50,115,7,-0.50,6,13.06,28.46,19.61,15.00,0.00,1,38.77,18.70,0.5000
157416,-2.34,0.00,14.51,8,14.56,185,0.79,2140,-1.00,36.50,115,6,-0.50,6,13.20,27.83,19.61,14.70,0.00,1,38.45,18.70,0.5000
157518,-3.12,0.00,14.51,8,14.56,185,0.79,2089,-1.00,36.00,115,5,0.00,6,13.20,27.08,19.61,14.30,0.00,1,38.37,18.70,0.5000
157620,-3.12,0.00,14.51,8,14.56,185,0.78,2084,-1.00,36.00,115,4,0.00,6,13.35,26.59,19.61,14.30,0.00,1,38.29,18.70,0.5000
157722,-3.12,0.00,14.51,8,14.56,185,0.77,2056,-1.00,36.00,115,3,0.00,6,13.35,26.34,19.61,14.40,0.00,1,38.44,18.70,0.5000
157824,-3.12,0.00,14.51,8,14.56,185,0.77,2070,-1.00,36.00,115,2,0.00,6,13.35,26.22,19.61,14.40,0.00,1,38.49,18.70,0.5000
157926,-3.12,0.00,14.51,8,14.56,185,0.76,2054,-1.00,36.00,115,2,-0.50,6,13.35,26.10,19.61,14.50,0.00,1,38.64,18.70,0.5000
158028,-3.12,0.00,14.51,8,14.56,185,0.76,2072,-1.00,36.00,115,2,-0.50,6,13.20,25.98,19.61,14.70,0.00,1,38.65,18.70,0.5000
158130,-3.12,0.00,14.51,8,14.56,185,0.76,2056,-1.00,36.50,115,1,-0.50,6,13.20,26.11,19.61,14.50,0.00,1,38.78,18.70,0.5000
158232,-3.12,0.00,14.51,8,14.56,185,0.76,2073,-1.00,36.00,115,1,-0.50,6,13.20,25.86,19.61,14.50,0.00,1,38.78,18.70,0.5000
158334,-3.12,0.00,14.51,8,14.56,185,0.76,2057,-1.00,36.50,115,1,-0.50,6,13.20,28.06,19.61,14.50,0.00,1,38.85,18.70,0.5000
158437,-2.34,0.00,14.51,8,14.56,185,0.75,2074,-1.00,36.50,113,1,-0.50,6,13.20,25.62,19.61,14.50,0.00,1,38.93,18.70,0.5000
158538,-2.34,0.00,14.51,8,14.56,185,0.75,2060,-1.00,36.50,113,1,-0.50,6,13.20,25.74,19.61,14.60,0.00,1,39.09,18.70,0.5000
158641,-2.34,0.00,14.51,8,14.56,185,0.75,2078,-1.00,36.50,113,1,-0.50,6,13.20,23.68,19.61,14.50,0.00,1,39.00,18.57,0.5000
158743,-2.34,0.00,14.51,8,14.56,185,0.71,2040,-0.98,37.50,113,1,-1.00,6,10.16,14.36,10.20,15.20,0.00,1,41.42,7.78,0.5000
158845,-6.25,0.00,14.51,8,14.58,185,0.55,1925,-0.94,38.50,113,2,0.00,6,8.56,11.74,7.06,14.10,0.00,1,37.23,6.64,0.5000
158947,-10.16,0.00,14.51,8,14.57,185,0.45,1827,-0.89,32.00,113,1,0.00,6,7.25,9.95,6.27,13.10,0.00,1,30.91,5.92,0.5000
159049,-14.84,0.00,14.51,8,14.57,185,0.39,1784,-0.83,28.00,113,2,0.00,6,6.67,9.60,5.88,12.20,0.00,1,27.09,5.77,0.5000
159150,0.00,0.00,14.51,8,14.57,185,0.36,1729,-0.79,25.00,113,2,0.00,6,6.38,9.20,5.88,11.90,0.00,1,23.78,5.77,0.5000
159253,0.00,0.00,14.51,10,14.57,185,0.34,1676,-0.74,22.00,113,2,0.00,6,6.09,8.87,5.88,11.70,0.00,1,21.06,5.63,0.5000
159355,0.00,0.00,14.51,10,14.57,185,0.33,1614,-0.70,20.50,113,2,0.00,6,6.24,8.72,5.88,12.00,0.00,1,20.41,5.48,0.5000
159456,0.00,0.00,14.51,10,14.57,185,0.33,1601,-0.66,20.00,113,2,0.00,6,6.24,8.50,5.88,12.70,0.00,1,20.28,5.48,0.5000
159559,0.00,0.00,14.51,10,14.58,185,0.32,1557,-0.62,19.50,113,3,0.00,6,6.24,8.23,5.88,13.60,0.00,1,19.29,5.48,0.5000
159661,0.00,0.00,14.51,10,14.58,185,0.32,1458,-0.58,19.00,113,3,0.00,6,6.24,8.05,5.88,13.40,0.00,1,18.55,5.48,0.5000
159763,0.00,0.00,14.51,10,14.59,185,0.33,1407,-0.54,18.00,113,3,0.00,6,6.24,7.83,5.49,15.10,0.00,1,17.89,5.19,0.5000
159865,0.00,0.00,14.51,10,14.59,185,0.33,1351,-0.50,18.00,113,3,0.00,6,6.24,7.47,5.49,17.60,0.00,1,17.71,5.04,0.5000
159966,0.00,0.00,14.51,10,14.60,185,0.34,1321,-0.46,17.50,113,4,0.00,6,6.24,7.32,5.49,20.50,0.00,1,17.58,5.04,0.5000
160069,0.00,0.00,14.51,10,14.60,185,0.33,1301,-0.42,17.50,113,4,0.00,6,6.24,7.23,5.49,26.00,0.00,1,17.45,4.90,0.5000
160171,0.00,0.00,14.51,10,14.60,185,0.34,1276,-0.39,17.50,113,4,0.00,6,6.24,7.13,5.10,31.90,0.00,1,17.23,4.90,0.5000
160273,0.00,0.00,14.51,10,14.60,185,0.34,1256,-0.36,17.00,113,1,0.00,6,6.38,7.08,5.10,42.70,0.00,1,17.12,4.90,0.5000
160375,0.00,0.00,14.51,10,14.60,185,0.34,1235,-0.32,17.00,113,0,0.00,6,6.38,6.93,5.10,55.80,0.00,1,17.01,4.76,0.5000
160477,0.00,0.00,14.51,10,14.60,185,0.34,1198,-0.29,17.00,113,0,0.00,6,6.38,6.59,5.10,68.40,0.00,1,16.91,4.75,0.5000
160580,0.00,0.00,14.51,10,14.61,185,0.34,1177,-0.26,17.00,113,0,0.00,6,6.53,6.59,5.10,78.40,0.00,1,16.91,4.75,0.5000
160681,0.00,0.00,14.51,10,14.61,185,0.34,1156,-0.22,17.00,113,0,0.00,6,6.53,6.30,5.10,87.60,0.00,1,16.91,4.61,0.5000
160783,0.00,0.00,14.51,10,14.62,185,0.33,1134,-0.20,17.00,113,0,0.00,6,6.53,6.40,5.10,91.80,0.00,1,16.91,4.61,0.5000
160885,0.00,0.00,14.51,10,14.62,185,0.33,1127,-0.17,17.00,113,0,0.00,6,6.67,6.20,4.71,96.00,0.00,1,16.91,4.61,0.5000
160988,0.00,0.00,14.51,10,14.63,185,0.33,1103,-0.14,17.00,113,0,0.00,6,6.67,6.15,4.71,96.00,0.00,1,16.91,4.61,0.5000
161090,0.00,0.00,14.51,10,14.63,185,0.34,1081,-0.10,17.00,113,0,0.00,6,6.82,6.10,4.71,96.00,0.00,1,16.91,4.61,0.5000
161191,0.00,0.00,14.51,10,14.64,185,0.34,1053,-0.08,22.00,113,0,0.00,6,6.82,5.91,4.71,96.00,0.00,1,16.91,4.46,0.5000
161293,0.00,0.00,14.51,10,14.64,185,0.34,1027,-0.05,22.00,113,0,0.00,6,6.96,5.76,4.71,96.00,0.00,1,16.91,4.46,0.5000
161396,0.00,0.00,14.51,10,14.64,185,0.34,1018,-0.02,22.00,113,0,0.00,6,6.96,5.79,4.71,96.00,0.00,1,16.91,4.46,0.5000
161498,0.00,0.00,14.51,10,14.65,185,0.34,992,0.00,22.00,113,0,0.00,6,7.11,5.74,4.71,96.00,0.00,1,16.91,4.33,0.5000
161599,0.00,0.00,14.51,10,14.66,185,0.34,964,0.00,22.00,113,0,0.00,6,7.25,5.76,4.71,96.00,0.00,1,16.91,4.76,0.5000
161701,0.00,0.00,14.51,10,14.66,185,0.35,952,0.00,22.00,113,0,0.00,6,7.40,5.76,5.10,99.90,0.00,1,16.91,4.75,0.5000
161803,0.00,0.00,14.51,10,14.67,185,0.35,925,0.00,22.00,113,0,0.00,6,7.69,5.69,5.10,99.90,0.00,1,16.91,4.75,0.5000
161905,0.00,0.00,14.51,10,14.67,185,0.36,901,0.00,22.00,113,0,0.00,6,7.84,5.60,5.10,99.90,0.00,1,16.91,4.61,0.5000
162008,0.00,0.00,14.51,10,14.67,185,0.36,892,0.00,22.00,113,0,0.00,6,7.98,5.64,4.71,99.90,0.00,1,16.91,4.61,0.5000
162110,0.00,0.00,14.51,10,14.67,185,0.37,919,0.00,22.00,113,0,0.00,6,8.13,5.64,4.71,99.90,0.00,1,16.91,4.61,0.5000
162212,0.00,0.00,14.51,10,14.63,185,0.36,1090,0.00,17.00,113,0,0.00,6,7.84,5.62,4.71,99.90,0.00,1,16.91,4.61,0.5000
162314,0.00,0.00,14.51,10,14.60,185,0.33,1294,0.00,17.50,113,0,0.00,6,7.25,5.45,4.71,96.00,0.00,1,17.54,4.61,0.5000
162416,0.00,0.00,14.51,10,14.59,185,0.29,1407,0.00,18.00,113,0,0.00,6,6.53,5.48,4.71,91.60,0.00,1,18.23,4.90,0.5000
162518,0.00,0.78,14.51,10,14.59,185,0.26,1439,0.00,18.50,113,0,0.00,6,6.24,5.72,5.49,32.10,0.00,1,18.19,5.19,0.5000
162620,0.00,0.00,14.51,10,14.59,185,0.25,1439,0.00,18.50,113,0,0.00,6,6.09,5.81,5.49,24.60,0.00,1,18.54,5.19,0.5000
162722,0.00,0.00,14.51,10,14.59,185,0.25,1458,0.00,18.50,113,0,0.00,6,5.95,5.74,5.49,21.30,0.00,1,18.47,5.19,0.5000
162823,0.00,0.00,14.51,10,14.59,185,0.24,1441,0.00,18.50,113,1,0.00,6,5.80,5.69,5.49,19.40,0.00,1,18.52,5.04,0.5000
162926,0.00,0.00,14.51,10,14.59,185,0.24,1429,0.00,18.50,113,1,0.00,6,5.80,5.74,5.49,18.60,0.00,1,18.28,5.19,0.5000
163028,0.00,0.00,14.51,10,14.59,185,0.24,1418,0.00,18.00,113,1,0.00,6,5.80,5.79,5.49,17.80,0.00,1,18.15,5.04,0.5000
163130,0.00,0.00,14.51,10,14.59,185,0.24,1418,0.00,18.00,113,2,0.00,6,5.66,5.79,5.49,17.20,0.00,1,18.22,5.04,0.5000
163232,0.00,0.00,14.51,10,14.59,185,0.24,1406,0.00,18.00,113,2,0.00,6,5.66,5.69,5.49,16.90,0.00,1,17.94,5.04,0.5000
