Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
102389,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.03,14.80
102464,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.00,14.80
102539,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.00,14.80
102614,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,697,0.5000,3.00,14.70
102689,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.80
102764,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.80
102839,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,724,0.5000,3.00,14.80
102914,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,727,0.5000,3.00,14.80
102989,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,728,0.5000,3.00,14.70
103064,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,728,0.5000,3.03,14.70
103139,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,728,0.5000,3.03,14.80
103214,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.70
103289,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
103363,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.03,14.80
103439,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
103514,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.80
103589,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
103664,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,3.03,14.80
103739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,719,0.5000,3.03,14.80
103814,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
103889,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.80
103964,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.80
104039,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.80
104114,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.03,14.80
104189,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.80
104264,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.80
104339,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.80
104414,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
104489,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
104563,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.03,14.80
104639,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,3.03,14.80
104714,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,694,0.5000,3.03,14.80
104789,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,692,0.5000,3.03,14.70
104864,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
104940,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,696,0.5000,3.03,14.70
105014,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,704,0.5000,3.03,14.80
105089,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.80
105164,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
105239,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
105314,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.00,14.80
105389,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
105464,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.80
105539,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
105614,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.80
105689,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
105764,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.03,14.80
105839,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.80
105914,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.03,14.80
105989,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.03,14.80
106064,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.80
106139,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,687,0.5000,3.03,14.80
106214,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,692,0.5000,3.03,14.70
106289,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,687,0.5000,3.03,14.70
106364,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
106439,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
106514,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
106589,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
106664,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.80
106739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,703,0.5000,3.03,14.80
106814,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
106889,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,3.03,14.80
106964,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,3.03,14.80
107039,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.80
107114,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.03,14.80
107189,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.80
107264,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,722,0.5000,3.03,14.80
107339,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,719,0.5000,3.03,14.80
107414,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
107489,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.03,14.80
107564,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.80
107639,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.03,14.80
107714,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.03,14.80
107790,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.03,14.90
107864,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.03,14.90
107939,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.03,14.70
108015,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,721,0.5000,3.03,14.70
108090,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,726,0.5000,3.03,14.70
108163,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
108239,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,720,0.5000,3.03,14.80
108314,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,724,0.5000,3.03,14.80
108389,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,732,0.5000,3.03,14.80
108464,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.80
108539,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.03,14.70
108614,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.70
108690,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.70
108764,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,713,0.5000,3.03,14.70
108839,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.80
108914,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.70
108989,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.03,14.70
109064,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.03,14.70
109139,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,3.03,14.70
109215,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
109289,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.03,14.70
109365,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,705,0.5000,3.00,14.70
109439,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.70
109514,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.03,14.80
109589,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,3.03,14.80
109665,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,715,0.5000,3.00,14.80
109740,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.00,14.80
109815,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
109889,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,704,0.5000,3.03,14.80
109964,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,3.03,14.80
110040,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,692,0.5000,3.03,14.80
110115,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.03,14.70
110190,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.00,14.70
110264,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.03,14.70
110339,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,3.03,14.80
110415,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.00,14.70
110490,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.03,14.80
110565,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.00,14.80
110639,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,726,0.5000,3.03,14.70
110715,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,724,0.5000,2.98,14.80
110789,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,725,0.5000,3.00,14.70
110865,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,721,0.5000,3.03,14.70
110939,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,727,0.5000,3.03,14.70
111015,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,725,0.5000,3.03,14.70
111090,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,730,0.5000,3.03,14.80
111165,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,728,0.5000,3.03,14.80
111240,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,733,0.5000,3.03,14.80
111314,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,730,0.5000,3.03,14.70
111389,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,726,0.5000,3.03,14.80
111464,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,717,0.5000,3.03,14.80
111540,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,3.03,14.70
111615,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.70
111690,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.03,14.80
111765,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.03,14.80
111840,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.80
111914,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.03,14.80
111990,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,695,0.5000,3.03,14.80
112064,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.03,14.80
112140,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.03,14.80
112214,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.00,14.80
112290,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.00,14.70
112365,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,693,0.5000,3.02,14.70
112440,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,3.03,14.70
112515,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,2.98,14.70
112589,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,2.98,14.80
112665,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.00,14.80
112739,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,700,0.5000,3.00,14.70
112816,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,712,0.5000,3.00,14.70
112890,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,713,0.5000,2.98,14.80
112965,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,718,0.5000,3.00,14.80
113040,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,2.98,14.80
113115,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,2.98,14.80
113190,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.02,14.80
113265,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,720,0.5000,3.00,14.80
113341,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.02,14.70
113415,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,3.02,14.70
113490,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.02,14.80
113565,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,709,0.5000,3.02,14.80
113640,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,3.02,14.70
113717,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,712,0.5000,3.02,14.80
113790,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.00,14.80
113865,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,697,0.5000,3.02,14.80
113940,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,691,0.5000,3.02,14.80
114015,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.02,14.80
114090,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.00,14.90
114165,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.02,14.90
114240,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.00,14.80
114315,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,711,0.5000,3.00,14.80
114390,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.00,14.80
114465,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,3.00,14.80
114540,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,701,0.5000,3.02,14.80
114615,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.02,14.80
114690,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,3.00,14.90
114765,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,692,0.5000,2.98,14.90
114840,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,700,0.5000,3.00,14.70
114915,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,702,0.5000,2.98,14.80
114991,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,698,0.5000,2.98,14.80
115065,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,704,0.5000,2.98,14.80
115140,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,2.98,14.80
115215,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,700,0.5000,2.98,14.80
115290,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.00,14.70
115365,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.00,14.70
115440,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.00,14.80
115516,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,718,0.5000,3.00,14.70
115590,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,720,0.5000,3.00,14.80
115665,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,2.98,14.80
115740,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,3.00,14.80
115816,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.00,14.80
115890,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,706,0.5000,3.02,14.80
115966,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,708,0.5000,2.98,14.80
116040,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,3.00,14.90
116115,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,697,0.5000,3.02,14.80
116190,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,709,0.5000,3.00,14.80
116265,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,706,0.5000,3.00,14.80
116341,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,3.00,14.90
116416,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.02,14.80
116490,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,705,0.5000,3.00,14.80
116566,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,711,0.5000,2.98,14.80
116640,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,701,0.5000,2.98,14.80
116716,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,3.00,14.80
116790,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.00,14.80
116866,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,714,0.5000,3.00,14.80
116941,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.00,14.70
117015,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,3.00,14.80
117090,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,708,0.5000,2.98,14.80
117165,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.00,14.80
117241,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,702,0.5000,3.02,14.80
117315,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,704,0.5000,2.98,14.70
117390,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,2.98,14.80
117466,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,2.98,14.80
117540,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,717,0.5000,2.98,14.70
117616,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,715,0.5000,2.98,14.70
117690,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,722,0.5000,2.98,14.80
117766,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,718,0.5000,2.98,14.80
117841,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,712,0.5000,2.98,14.80
117916,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,716,0.5000,2.98,14.70
117991,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,714,0.5000,3.00,14.70
118066,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.00,14.70
118141,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,710,0.5000,3.00,14.80
118215,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,716,0.5000,3.02,14.80
118291,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,693,0.5000,3.00,14.80
118366,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,684,0.5000,2.98,14.80
118441,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,674,0.5000,2.98,14.70
118515,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,682,0.5000,3.00,14.70
118591,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,686,0.5000,3.00,14.70
118666,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.92,190,691,0.5000,2.98,14.70
118741,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,190,698,0.5000,2.98,14.70
118816,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,687,0.5000,2.98,14.80
118891,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,696,0.5000,3.00,14.70
118966,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,2.98,14.70
119041,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,689,0.5000,3.00,14.70
119116,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,688,0.5000,2.98,14.70
119191,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,688,0.5000,2.98,14.80
119266,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,2.98,14.80
119341,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,190,707,0.5000,2.98,14.80
119415,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,710,0.5000,2.98,14.80
119491,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,705,0.5000,2.98,14.80
119566,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,707,0.5000,2.98,14.80
119641,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,700,0.5000,2.98,14.80
119716,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,692,0.5000,3.00,14.80
119791,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,698,0.5000,3.00,14.60
119866,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,700,0.5000,3.00,14.60
119941,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,714,0.5000,3.00,14.70
120016,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,713,0.5000,2.98,14.80
120090,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,708,0.5000,3.00,14.80
120166,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,711,0.5000,3.00,14.80
120241,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,190,706,0.5000,3.00,14.80
120316,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,2.98,14.80
120391,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,190,696,0.5000,2.98,14.80
120466,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,190,699,0.5000,3.00,14.80
120541,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,3.00,14.80
120616,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,701,0.5000,3.00,14.80
120691,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,697,0.5000,2.98,14.80
120766,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,3.00,14.80
120841,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.80
120916,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,705,0.5000,2.98,14.80
120991,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.00,14.80
121066,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,2.98,14.80
121141,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.00,14.90
121216,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.00,14.80
121291,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,720,0.5000,2.98,14.80
121365,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,727,0.5000,2.98,14.80
121441,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,732,0.5000,2.98,14.80
121516,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,726,0.5000,3.00,14.70
121591,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,717,0.5000,3.02,14.80
121666,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,3.02,14.80
121741,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,716,0.5000,3.02,14.70
121816,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,3.02,14.70
121891,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,725,0.5000,3.02,14.70
121966,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,729,0.5000,3.02,14.70
122042,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,723,0.5000,3.02,14.70
122116,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.00,14.70
122191,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,720,0.5000,3.02,14.70
122266,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,718,0.5000,3.02,14.70
122341,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.02,14.70
122416,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,3.02,14.80
122491,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,713,0.5000,3.02,14.80
122566,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,3.00,14.80
122641,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,711,0.5000,3.02,14.80
